"date.time","temp","date","year","doy","hour","tempcalib","climatetype"
"10/12/18 8:00",20.62,2018-10-12,"2018",285,"8",20.571875,"hf14"
"10/12/18 9:00",20.52,2018-10-12,"2018",285,"9",20.471875,"hf14"
"10/12/18 10:00",20.33,2018-10-12,"2018",285,"10",20.281875,"hf14"
"10/12/18 11:00",20.23,2018-10-12,"2018",285,"11",20.181875,"hf14"
"10/12/18 12:00",20.14,2018-10-12,"2018",285,"12",20.091875,"hf14"
"10/12/18 13:00",19.95,2018-10-12,"2018",285,"13",19.901875,"hf14"
"10/12/18 14:00",19.85,2018-10-12,"2018",285,"14",19.801875,"hf14"
"10/12/18 15:00",19.76,2018-10-12,"2018",285,"15",19.711875,"hf14"
"10/12/18 16:00",19.76,2018-10-12,"2018",285,"16",19.711875,"hf14"
"10/12/18 17:00",19.76,2018-10-12,"2018",285,"17",19.711875,"hf14"
"10/12/18 18:00",19.66,2018-10-12,"2018",285,"18",19.611875,"hf14"
"10/12/18 19:00",19.66,2018-10-12,"2018",285,"19",19.611875,"hf14"
"10/12/18 20:00",19.66,2018-10-12,"2018",285,"20",19.611875,"hf14"
"10/12/18 21:00",19.57,2018-10-12,"2018",285,"21",19.521875,"hf14"
"10/12/18 22:00",19.47,2018-10-12,"2018",285,"22",19.421875,"hf14"
"10/12/18 23:00",19.47,2018-10-12,"2018",285,"23",19.421875,"hf14"
"10/13/18 0:00",19.38,2018-10-13,"2018",286,"0",19.331875,"hf14"
"10/13/18 1:00",19.38,2018-10-13,"2018",286,"1",19.331875,"hf14"
"10/13/18 2:00",19.38,2018-10-13,"2018",286,"2",19.331875,"hf14"
"10/13/18 3:00",19.28,2018-10-13,"2018",286,"3",19.231875,"hf14"
"10/13/18 4:00",19.28,2018-10-13,"2018",286,"4",19.231875,"hf14"
"10/13/18 5:00",19.19,2018-10-13,"2018",286,"5",19.141875,"hf14"
"10/13/18 6:00",19.09,2018-10-13,"2018",286,"6",19.041875,"hf14"
"10/13/18 7:00",19.09,2018-10-13,"2018",286,"7",19.041875,"hf14"
"10/13/18 8:00",19,2018-10-13,"2018",286,"8",18.951875,"hf14"
"10/13/18 9:00",18.9,2018-10-13,"2018",286,"9",18.851875,"hf14"
"10/13/18 10:00",18.9,2018-10-13,"2018",286,"10",18.851875,"hf14"
"10/13/18 11:00",18.81,2018-10-13,"2018",286,"11",18.761875,"hf14"
"10/13/18 12:00",18.81,2018-10-13,"2018",286,"12",18.761875,"hf14"
"10/13/18 13:00",18.81,2018-10-13,"2018",286,"13",18.761875,"hf14"
"10/13/18 14:00",18.71,2018-10-13,"2018",286,"14",18.661875,"hf14"
"10/13/18 15:00",18.62,2018-10-13,"2018",286,"15",18.571875,"hf14"
"10/13/18 16:00",18.62,2018-10-13,"2018",286,"16",18.571875,"hf14"
"10/13/18 17:00",18.52,2018-10-13,"2018",286,"17",18.471875,"hf14"
"10/13/18 18:00",18.52,2018-10-13,"2018",286,"18",18.471875,"hf14"
"10/13/18 19:00",18.52,2018-10-13,"2018",286,"19",18.471875,"hf14"
"10/13/18 20:00",18.52,2018-10-13,"2018",286,"20",18.471875,"hf14"
"10/13/18 21:00",18.52,2018-10-13,"2018",286,"21",18.471875,"hf14"
"10/13/18 22:00",18.52,2018-10-13,"2018",286,"22",18.471875,"hf14"
"10/13/18 23:00",18.52,2018-10-13,"2018",286,"23",18.471875,"hf14"
"10/14/18 0:00",18.52,2018-10-14,"2018",287,"0",18.471875,"hf14"
"10/14/18 1:00",18.52,2018-10-14,"2018",287,"1",18.471875,"hf14"
"10/14/18 2:00",18.52,2018-10-14,"2018",287,"2",18.471875,"hf14"
"10/14/18 3:00",18.52,2018-10-14,"2018",287,"3",18.471875,"hf14"
"10/14/18 4:00",18.52,2018-10-14,"2018",287,"4",18.471875,"hf14"
"10/14/18 5:00",18.52,2018-10-14,"2018",287,"5",18.471875,"hf14"
"10/14/18 6:00",18.52,2018-10-14,"2018",287,"6",18.471875,"hf14"
"10/14/18 7:00",18.43,2018-10-14,"2018",287,"7",18.381875,"hf14"
"10/14/18 8:00",18.43,2018-10-14,"2018",287,"8",18.381875,"hf14"
"10/14/18 9:00",18.43,2018-10-14,"2018",287,"9",18.381875,"hf14"
"10/14/18 10:00",18.43,2018-10-14,"2018",287,"10",18.381875,"hf14"
"10/14/18 11:00",18.43,2018-10-14,"2018",287,"11",18.381875,"hf14"
"10/14/18 12:00",18.43,2018-10-14,"2018",287,"12",18.381875,"hf14"
"10/14/18 13:00",18.33,2018-10-14,"2018",287,"13",18.281875,"hf14"
"10/14/18 14:00",18.33,2018-10-14,"2018",287,"14",18.281875,"hf14"
"10/14/18 15:00",18.33,2018-10-14,"2018",287,"15",18.281875,"hf14"
"10/14/18 16:00",18.33,2018-10-14,"2018",287,"16",18.281875,"hf14"
"10/14/18 17:00",18.33,2018-10-14,"2018",287,"17",18.281875,"hf14"
"10/14/18 18:00",18.33,2018-10-14,"2018",287,"18",18.281875,"hf14"
"10/14/18 19:00",18.43,2018-10-14,"2018",287,"19",18.381875,"hf14"
"10/14/18 20:00",18.43,2018-10-14,"2018",287,"20",18.381875,"hf14"
"10/14/18 21:00",18.43,2018-10-14,"2018",287,"21",18.381875,"hf14"
"10/14/18 22:00",18.43,2018-10-14,"2018",287,"22",18.381875,"hf14"
"10/14/18 23:00",18.43,2018-10-14,"2018",287,"23",18.381875,"hf14"
"10/15/18 0:00",18.43,2018-10-15,"2018",288,"0",18.381875,"hf14"
"10/15/18 1:00",18.43,2018-10-15,"2018",288,"1",18.381875,"hf14"
"10/15/18 2:00",18.33,2018-10-15,"2018",288,"2",18.281875,"hf14"
"10/15/18 3:00",18.33,2018-10-15,"2018",288,"3",18.281875,"hf14"
